Art,which person created the <A>?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/artist> ?uri },select distinct ?a where { ?a <http://dbpedia.org/property/artist> ?uri }
Art,Which sport of <B> is also the genre of <A>,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/genre> ?uri . <B> <http://dbpedia.org/ontology/sport> ?uri },"select distinct ?a, ?b where { ?a <http://dbpedia.org/property/genre> ?uri . ?b <http://dbpedia.org/ontology/sport> ?uri }"
Art,Which work is both <B> and <A> both known for ?,SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/ontology/notableWork> ?uri . <A> <http://dbpedia.org/ontology/notableWork> ?uri },"select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/notableWork> ?uri . ?a <http://dbpedia.org/ontology/notableWork> ?uri }"
Art,Who are the animator of <A>?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/animator> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/animator> ?uri }
Art,Who are the relatives of the character after which <A> was made?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/subsequentWork> <A> . ?uri <http://dbpedia.org/ontology/relative> ?x },select distinct ?a where { ?x <http://dbpedia.org/ontology/subsequentWork> ?a . ?uri <http://dbpedia.org/ontology/relative> ?x }
Art,Who created the <B> and also the <A> ?,SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/property/artist> ?uri . <A> <http://dbpedia.org/property/artist> ?uri },"select distinct ?a, ?b where { ?b <http://dbpedia.org/property/artist> ?uri . ?a <http://dbpedia.org/property/artist> ?uri }"
Art,Who designed <A>?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/designer> ?uri },select distinct ?a where { ?a <http://dbpedia.org/property/designer> ?uri }
Art,Who designed the <A>?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/designer> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/designer> ?uri }
Art,Who is the architect of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/architect> ?uri },select distinct ?a where { ?a <http://dbpedia.org/property/architect> ?uri }
Art,Who is the designer of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/designer> ?uri },select distinct ?a where { ?a <http://dbpedia.org/property/designer> ?uri }
Art,Who is the performer of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/artist> ?uri },select distinct ?a where { ?a <http://dbpedia.org/ontology/artist> ?uri }
Art,Who maintains the stuff designed by the <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/designer> <A> . ?x <http://dbpedia.org/ontology/maintainedBy> ?uri },select distinct ?a where { ?x <http://dbpedia.org/property/designer> ?a . ?x <http://dbpedia.org/ontology/maintainedBy> ?uri }
Art,Who was the designer of <A> ?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/designer> ?uri },select distinct ?a where { ?a <http://dbpedia.org/property/designer> ?uri }
Art,Who was the director of photography of <A> and the animator of <B>?,SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/cinematography> ?uri . <B> <http://dbpedia.org/property/animator> ?uri },"select distinct ?a, ?b where { ?a <http://dbpedia.org/property/cinematography> ?uri . ?b <http://dbpedia.org/property/animator> ?uri }"
Art,Whose artworks are in <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/museum> <A> . ?x <http://dbpedia.org/property/artist> ?uri . ?x a <http://dbpedia.org/ontology/Artwork> },select distinct ?a where { ?x <http://dbpedia.org/property/museum> ?a . ?x <http://dbpedia.org/property/artist> ?uri . ?x a <http://dbpedia.org/ontology/Artwork> }
Art,Whose creators are <B> and <A>?,SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/creator> <B> . ?uri <http://dbpedia.org/ontology/creator> <A> },"select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/creator> ?b . ?uri <http://dbpedia.org/ontology/creator> ?a }"
Art,Whose famous works have been illustrated by <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/illustrator> <A> . ?uri <http://dbpedia.org/ontology/notableWork> ?x },select distinct ?a where { ?x <http://dbpedia.org/property/illustrator> ?a . ?uri <http://dbpedia.org/ontology/notableWork> ?x }
Art,Whose work is in the <A>?,SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/museum> <A> . ?x <http://dbpedia.org/property/artist> ?uri . ?x a <http://dbpedia.org/ontology/Artwork> },select distinct ?a where { ?x <http://dbpedia.org/property/museum> ?a . ?x <http://dbpedia.org/property/artist> ?uri . ?x a <http://dbpedia.org/ontology/Artwork> }
